Hotel Name,Rating,Rating Description,Reviews,Star Rating,Location,Nearest Landmark,Distance to Landmark,Price,Tax,City
Siamton Inn - A Cygnett Collection,4.0,Very Good,2312.0,4.0,Park Street ,Park Street,10 m ,"2,790",677,kolkata
Hotel Aauris,4.1,Very Good,1658.0,4.0,Park Street ,Park Street,430 m ,"4,650",950,kolkata
"Howard Johnson by Wyndham, Kolkata Airport",3.9,Very Good,1150.0,4.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,3.6 km ,"2,500",,kolkata
Park Prime Kolkata,3.8,Very Good,2036.0,3.0,Ballygunge,,,"3,652","1,006",kolkata
Joey's Nest,4.7,Excellent,54.0,,Salt Lake City ,Netaji Subhash Chandra Bose International Airport,9.5 km ,"2,245",583,kolkata
Hotel Hindusthan International,3.6,Very Good,1907.0,5.0,Bhowanipore,,,"4,134",978,kolkata
Hotel Niharika,4.1,Very Good,1551.0,3.0,Elgin,,,"2,790",570,kolkata
Vedic Village Spa Resort,4.0,Very Good,3761.0,4.0,Vedic Village,,,"3,688",944,kolkata
Park Palace Hotel,3.6,Very Good,1471.0,3.0,Ballygunge,,,"1,350",431,kolkata
Offbeat CCU Bunkers,4.3,Excellent,92.0,,Topsia,,,944,205,kolkata
Monotel Luxury Business Hotel,3.9,Very Good,1744.0,4.0,Salt Lake City,,,"3,523",855,kolkata
AIRPORT CITY HOTEL,3.9,Very Good,1658.0,4.0,Birati ,Netaji Subhash Chandra Bose International Airport,2.0 km ,"2,994",767,kolkata
The Lindsay,3.5,Very Good,1990.0,3.0,New Market Area ,Park Street,870 m ,"2,907",710,kolkata
RituIvy,4.0,Very Good,547.0,3.0,East Kolkata Township,,,"2,132",588,kolkata
Hotel O2 Oxygen,3.8,Very Good,826.0,4.0,Near Kolkata Airport ,Netaji Subhash Chandra Bose International Airport,2.1 km ,"2,856",583,kolkata
VISITEL - A BOUTIQUE HOTEL,3.8,Very Good,1058.0,3.0,Kankurgachi,,,"1,991",590,kolkata
IndiSmart Hotel,3.9,Very Good,277.0,3.0,Salt Lake City,,,"1,999",515,kolkata
LYNQ AERO,4.0,Very Good,461.0,3.0,Salt Lake City,,,"3,242",767,kolkata
"Park Guest House, Kolkata",3.7,Very Good,19.0,,Park Street ,Park Street,140 m ,"1,045",315,kolkata
Regenta Inn Larica,3.6,Very Good,1448.0,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.1 km ,"2,713",419,kolkata
Golden Tulip Kolkata,4.1,Very Good,1538.0,4.0,Salt Lake City,,,"3,772",770,kolkata
The Senator,4.3,Excellent,1016.0,3.0,Elgin,,,"2,511",513,kolkata
Gallery 67,4.2,Very Good,832.0,3.0,Ghose Bagan ,Netaji Subhash Chandra Bose International Airport,9.4 km ,"2,536",737,kolkata
CHOWDHURY'S ESTATES,3.5,Very Good,24.0,,Elgin,,,"1,935",480,kolkata
Pipal Tree Hotel,4.0,Very Good,2274.0,4.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.2 km ,"3,579",846,kolkata
Stayotel,4.0,Very Good,606.0,3.0,Dum Dum ,Netaji Subhash Chandra Bose International Airport,1.5 km ,"2,365",672,kolkata
"Raajkutir, Kolkata - IHCL SeleQtions",4.6,Excellent,576.0,5.0,Kankurgachi ,Salt Lake Stadium,810 m ,"5,350",,kolkata
The Sonnet,4.1,Very Good,844.0,4.0,Salt Lake City,,,"4,937","1,233",kolkata
"Krishna Kunja | Rooms & Caretaker
Like a 3",4.6,Excellent,99.0,,South Dum Dum ,Netaji Subhash Chandra Bose International Airport,5.1 km ,"1,440",418,kolkata
Aristocrat Hotel,3.7,Very Good,262.0,4.0,New Town,,,"1,966",409,kolkata
The Fern Residency Kolkata,3.8,Very Good,1051.0,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.2 km ,"2,462",582,kolkata
Sapphire Suites,3.8,Very Good,776.0,3.0,New Market Area ,Park Street,780 m ,"3,089",631,kolkata
Victoria Hotel,4.0,Very Good,862.0,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,4.0 km ,"2,388",720,kolkata
The Pearl Hotel,3.3,Good,608.0,3.0,Beliaghata ,Salt Lake Stadium,840 m ,"1,517",484,kolkata
The Astor,4.2,Very Good,933.0,4.0,Park Street Area,,,"4,502",920,kolkata
Barsana Boutique Hotel (Pure vegetarian),4.2,Very Good,296.0,3.0,Tangra,,,"3,767",770,kolkata
THE MAUREEN KOLKATA,4.0,Very Good,1441.0,3.0,Baguiati ,Netaji Subhash Chandra Bose International Airport,4.7 km ,"3,188",671,kolkata
The Aster Penthouse,4.2,Very Good,12.0,,Ballygunge ,Park Street,960 m ,"1,766",532,kolkata
The Firangipani Suites,4.0,Very Good,106.0,3.0,New Town,,,"1,980",484,kolkata
Celesta,4.1,Very Good,1087.0,3.0,Baguiati ,Netaji Subhash Chandra Bose International Airport,5.8 km ,"3,085",842,kolkata
HOTEL EASTERN PLAZA,3.3,Good,1312.0,3.0,Kaikhali ,Netaji Subhash Chandra Bose International Airport,4.1 km ,"1,192",331,kolkata
Hotel Aura,3.6,Very Good,432.0,3.0,New Market Area,,,"2,106",599,kolkata
Viceroy Kolkata (Boutique Hotel),3.8,Very Good,1077.0,3.0,Chinar Park ,Netaji Subhash Chandra Bose International Airport,3.8 km ,"2,562",523,kolkata
Beyzaa Hotel & Suites (Brewery Hotel),4.2,Very Good,593.0,4.0,Salt Lake City,,,"4,589",551,kolkata
The CORPORATE,3.4,Good,577.0,3.0,Park Street ,Park Street,130 m ,"3,086",867,kolkata
Hotel Trimoorti,3.6,Very Good,1375.0,3.0,Bhowanipore,,,"1,488",476,kolkata
Bubble Beds,3.9,Very Good,376.0,,Kalighat ,Kalighat Kali Temple,960 m ,597,161,kolkata
The Opus Kolkata - A Boutique Hotel,3.9,Very Good,376.0,3.0,Bhowanipore,,,"2,372",485,kolkata
Hotel Crest Inn,3.7,Very Good,975.0,,Park Circus,,,"1,260",382,kolkata
Golden Parkk,3.6,Very Good,219.0,3.0,Park Street Area ,Park Street,960 m ,"3,767",770,kolkata
Hotel The Crest,3.8,Very Good,324.0,,Park Circus,,,"1,328",384,kolkata
Park Victoria Hotel,3.4,Good,383.0,,New Market Area ,Park Street,250 m ,"1,507",308,kolkata
The Samilton,4.0,Very Good,777.0,3.0,Bhowanipore,,,"3,499",420,kolkata
Treebo Trend Orion Sapphire Beck Bagan,3.8,Very Good,127.0,,Park Street ,Park Street,770 m ,"2,540",530,kolkata
Eennra Oiitijhyya,4.4,Excellent,142.0,3.0,Keyatala,,,"1,994",567,kolkata
"The Aster Heritage Homestay | Rooms & Caretaker
Like a 3",4.3,Excellent,115.0,,New Market Area ,Park Street,60 m ,"2,452",660,kolkata
Basera Guest House,4.1,Very Good,635.0,,Gariahat,,,"1,000",289,kolkata
LYNQ-CICO - Hotel,3.8,Very Good,634.0,3.0,Alipore,,,"2,372",576,kolkata
The Lake Hotel,3.7,Very Good,396.0,3.0,Dhakuria,,,"1,986",528,kolkata
"The Aster Heritage Gold
Like a 3",4.4,Excellent,17.0,,New Market Area ,Park Street,50 m ,"4,723","1,320",kolkata
Treebo Tryst Tahoora International Park Street,3.7,Very Good,70.0,3.0,Park Street ,Park Street,100 m ,"3,257",680,kolkata
Southern Plaza,3.8,Very Good,276.0,3.0,Kalighat,,,"3,201",674,kolkata
DIAMOND PLAZA,3.8,Very Good,736.0,,Bow Bazaar ,College Street,800 m ,"1,850",438,kolkata
Lytton Hotel,3.6,Very Good,431.0,3.0,New Market Area ,Park Street,560 m ,"3,004",711,kolkata
"Dorota House | Room & Caretaker
Like a 3",4.0,Very Good,73.0,,Salt Lake City,,,"1,365",412,kolkata
Hotel O2 VIP,3.9,Very Good,356.0,3.0,Near Kolkata Airport ,Netaji Subhash Chandra Bose International Airport,2.0 km ,"2,212",481,kolkata
Hotel Gateway Continental,3.8,Very Good,600.0,3.0,Dum Dum ,Netaji Subhash Chandra Bose International Airport,1.3 km ,"2,800",737,kolkata
Hotel Air View,4.0,Very Good,539.0,,Dum Dum ,Netaji Subhash Chandra Bose International Airport,1.8 km ,"1,078",255,kolkata
Hotel Casa Fortuna,3.9,Very Good,693.0,3.0,Park Street Area,,,"3,934",950,kolkata
Middleton Inn,3.5,Very Good,264.0,3.0,Park Street ,Park Street,710 m ,"2,590",545,kolkata
Hotel Sawood International,3.6,Very Good,687.0,3.0,Tangra,,,"2,122",560,kolkata
The Orchid Hotel Mumbai Vile Parle,4.0,Very Good,5593.0,5.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,930 m ,"6,499",780,mumbai
Trident Bandra Kurla,4.6,Excellent,4987.0,5.0,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,7.8 km ,"8,750",,mumbai
ITC Grand Central - A Luxury Collection Hotel,4.5,Excellent,2445.0,5.0,South Mumbai ,Cooper hospital,620 m ,"14,000",,mumbai
IRA By Orchid Mumbai ( VITS Mumbai),3.9,Very Good,4707.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.3 km ,"5,099",612,mumbai
Trident Nariman Point,4.6,Excellent,5563.0,5.0,Marine Drive ,Queen's Necklace - Marine Drive,470 m ,"11,250",,mumbai
The Lalit Mumbai,4.1,Very Good,6468.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.3 km ,"11,160","3,000",mumbai
"Ginger Mumbai, Andheri East",3.7,Very Good,5340.0,4.0,Andheri East ,T1 - Chhatrapati Shivaji International Airport,3.3 km ,"3,679",,mumbai
"Taj Santacruz, Mumbai",4.6,Excellent,4563.0,5.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,560 m ,"9,000",,mumbai
Hotel Surya Prakash,3.9,Very Good,121.0,3.0,Chembur,,,"3,939",968,mumbai
Hilton Mumbai International Airport,4.2,Very Good,1686.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.6 km ,"9,100",,mumbai
Holiday Inn Mumbai International Airport,4.3,Excellent,2744.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.0 km ,"6,999",,mumbai
goSTOPS Mumbai - Rooms & Dorms,3.9,Very Good,1376.0,,South Mumbai,,,816,211,mumbai
The Regale by Tunga,4.1,Very Good,4946.0,3.0,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.6 km ,"4,427",932,mumbai
"Taj Lands End, Mumbai",4.5,Excellent,4222.0,5.0,Bandra West ,Band Stand,230 m ,"11,000",,mumbai
"Ramada Plaza By Wyndham Palm Grove, Juhu, Mumbai",4.1,Very Good,7206.0,5.0,Juhu ,T1 - Chhatrapati Shivaji International Airport,5.8 km ,"7,095","2,136",mumbai
Sahara Star,4.2,Very Good,7303.0,5.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,760 m ,"10,400","1,872",mumbai
Qubestay Airport Capsule Hostel | Rooms & Dorms,3.8,Very Good,632.0,,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.6 km ,"1,160",341,mumbai
Courtyard by Marriott Mumbai International Airport,4.3,Excellent,1829.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.3 km ,"7,500",,mumbai
The Westin Mumbai Garden City,4.4,Excellent,1431.0,5.0,Goregaon ,T1 - Chhatrapati Shivaji International Airport,9.5 km ,"9,000",,mumbai
JW Marriott Mumbai Juhu,4.4,Excellent,1731.0,5.0,Juhu ,T1 - Chhatrapati Shivaji International Airport,5.5 km ,"12,500",,mumbai
ITC Maratha - A Luxury Collection Hotel,4.4,Excellent,4680.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.4 km ,"10,030",,mumbai
City Stay,4.6,Excellent,214.0,,Andheri East ,T1 - Chhatrapati Shivaji International Airport,3.7 km ,"1,229",370,mumbai
JW Marriott Mumbai Sahar,4.5,Excellent,2139.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.2 km ,"9,500",,mumbai
Radisson Mumbai Andheri MIDC,4.3,Excellent,3609.0,5.0,Andheri East ,T2 - Chhatrapati Shivaji International Airport,4.1 km ,"7,000",,mumbai
Sofitel Mumbai BKC- Luxury Brand by Accor,4.3,Excellent,2276.0,5.0,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,7.6 km ,"8,550","1,539",mumbai
The Leela Mumbai,4.5,Excellent,2861.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.7 km ,"10,500",,mumbai
Novotel Mumbai International Airport,4.4,Excellent,102.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.8 km ,"8,299",,mumbai
Radisson Blu Mumbai International Airport,4.4,Excellent,2166.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.1 km ,"7,499",,mumbai
Sun-N-Sand,4.2,Very Good,2353.0,5.0,Juhu ,T1 - Chhatrapati Shivaji International Airport,5.8 km ,"8,835","2,660",mumbai
The St. Regis Mumbai,4.5,Excellent,1328.0,5.0,South Mumbai ,Tata memorial cancer hospital,640 m ,"12,500",,mumbai
Niranta Airport Transit Hotel & Lounge Terminal 2 Arrivals/Landside,4.0,Very Good,1443.0,4.0,In Mumbai Airport ,,,"9,303","2,501",mumbai
"Zostel Mumbai
Like a 3",4.0,Very Good,738.0,,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.6 km ,"1,342",285,mumbai
"President, Mumbai - IHCL SeleQtions",4.4,Excellent,2510.0,5.0,South Mumbai ,Queen's Necklace - Marine Drive,2.4 km ,"10,400",,mumbai
Novotel Mumbai Juhu Beach,3.6,Very Good,2306.0,5.0,Juhu ,T1 - Chhatrapati Shivaji International Airport,5.6 km ,"8,500",,mumbai
Ibis Mumbai Airport - An Accor Brand,3.6,Very Good,1990.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,680 m ,"6,499",,mumbai
"Ginger Mumbai, Andheri (MIDC)",3.4,Good,2721.0,3.0,Jogeshwari East ,T2 - Chhatrapati Shivaji International Airport,5.3 km ,"2,624",,mumbai
Lakeside Chalet Marriott Executive Apartments,4.1,Very Good,362.0,,Powai ,T2 - Chhatrapati Shivaji International Airport,6.5 km ,"9,000",,mumbai
"Lemon Tree Hotel, Kalina, Mumbai",3.3,Good,324.0,4.0,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,6.7 km ,"4,975","1,806",mumbai
Ramee Guestline Hotel Juhu,3.6,Very Good,3162.0,4.0,Juhu ,T1 - Chhatrapati Shivaji International Airport,5.7 km ,"5,275","1,430",mumbai
Ramee Techome,4.0,Very Good,1173.0,4.0,Khar West ,T1 - Chhatrapati Shivaji International Airport,5.2 km ,"6,231","1,273",mumbai
Shabana,3.5,Very Good,216.0,,Colaba ,Gateway Of India Mumbai,1.1 km ,"1,304",355,mumbai
Hotel Bawa International,4.0,Very Good,1817.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,810 m ,"5,000",,mumbai
"Ginger Mumbai, Goregaon",3.8,Very Good,478.0,4.0,Goregaon ,T1 - Chhatrapati Shivaji International Airport,8.5 km ,"3,224",,mumbai
Grand Hyatt Mumbai,4.3,Excellent,1855.0,5.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.7 km ,"10,000",,mumbai
Hotel Marine Plaza,4.2,Very Good,1292.0,5.0,Churchgate ,Queen's Necklace - Marine Drive,270 m ,"9,449","1,701",mumbai
"Lemon Tree Premier, Mumbai International Airport, Mumbai",4.2,Very Good,5001.0,5.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.3 km ,"3,566","1,294",mumbai
Hotel Airport International,3.7,Very Good,3139.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,780 m ,"3,255",770,mumbai
Dragonfly Hotel - The Art Hotel,3.5,Very Good,906.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.1 km ,"3,035",935,mumbai
Four Seasons Hotel Mumbai,4.4,Excellent,1863.0,5.0,South Mumbai,,,"49,000",,mumbai
Gateway Inn | Rooms in an Apartment,3.2,Good,356.0,,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.3 km ,"1,839",495,mumbai
"The Oberoi, Mumbai",4.7,Excellent,876.0,5.0,Marine Drive ,Queen's Necklace - Marine Drive,420 m ,"16,750",,mumbai
Hotel Jyoti Dwelling,4.2,Very Good,1539.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.2 km ,"2,232",456,mumbai
Indie Stays,3.9,Very Good,1406.0,3.0,Bandra Kurla Complex ,T1 - Chhatrapati Shivaji International Airport,5.8 km ,"6,975","1,425",mumbai
Meluha - The Fern,4.4,Excellent,2189.0,5.0,Powai ,T2 - Chhatrapati Shivaji International Airport,7.2 km ,"7,109","1,911",mumbai
Afra dormitory,4.8,Excellent,4.0,,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.3 km ,848,228,mumbai
Hotel Airlink,3.8,Very Good,387.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,950 m ,"3,204",798,mumbai
The Fern Goregaon,4.2,Very Good,1842.0,5.0,Goregaon ,T1 - Chhatrapati Shivaji International Airport,8.9 km ,"7,988","2,405",mumbai
Mirage Hotel,4.1,Very Good,1820.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.7 km ,"6,126","1,251",mumbai
"RELOhomes | 1 BHK Apartment
Like a 4",4.6,Excellent,45.0,,Powai ,T2 - Chhatrapati Shivaji International Airport,7.7 km ,"5,721","1,420",mumbai
Click Hotel Caliph,3.3,Good,834.0,3.0,Powai ,T2 - Chhatrapati Shivaji International Airport,5.4 km ,"4,500",,mumbai
HOTEL LEAFIO MARIGOLD,3.7,Very Good,1387.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.2 km ,"3,162",748,mumbai
"Keys Select by Lemon Tree Hotels, Nestor, Mumbai",3.5,Very Good,1528.0,3.0,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.0 km ,"3,623","1,288",mumbai
Hotel Sea Princess,4.1,Very Good,1762.0,5.0,Juhu ,T1 - Chhatrapati Shivaji International Airport,5.6 km ,"7,952","2,138",mumbai
HOTEL WEGO,4.1,Very Good,1335.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.2 km ,"3,495","1,128",mumbai
Rodas - An Ecotel Hotel,4.4,Excellent,795.0,3.0,Powai ,T2 - Chhatrapati Shivaji International Airport,7.0 km ,"7,998","2,150",mumbai
The Westin Mumbai Powai Lake,4.3,Excellent,1282.0,5.0,Powai ,T2 - Chhatrapati Shivaji International Airport,6.7 km ,"9,000",,mumbai
Mayura Aureole Co-Living,4.2,Very Good,143.0,,Goregaon ,T1 - Chhatrapati Shivaji International Airport,8.4 km ,"1,496",418,mumbai
Sea Green Hotel,3.8,Very Good,1203.0,3.0,Churchgate ,Queen's Necklace - Marine Drive,450 m ,"4,692","1,265",mumbai
ibis Mumbai Vikhroli - An Accor Brand,3.9,Very Good,327.0,4.0,Vikhroli West ,T2 - Chhatrapati Shivaji International Airport,9.5 km ,"6,299",,mumbai
Aboo's Concord Galaxy,3.3,Good,798.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,1.9 km ,"3,228",831,mumbai
The Paradise by Tunga,4.0,Very Good,1202.0,3.0,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.4 km ,"5,864","1,424",mumbai
Address Dormitory,4.0,Very Good,240.0,,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.2 km ,404,113,mumbai
Arnna Hotel - Goregaon,3.8,Very Good,135.0,3.0,Goregaon ,T1 - Chhatrapati Shivaji International Airport,7.9 km ,"2,919",830,mumbai
Ramee Guestline Hotel - Dadar,4.1,Very Good,774.0,4.0,South Mumbai,,,"6,814","1,612",mumbai
Hotel Metro Palace,3.6,Very Good,1167.0,3.0,Bandra West ,Band Stand,2.5 km ,"4,064",495,mumbai
Hotel Manama,3.5,Very Good,1566.0,3.0,South Mumbai ,Gateway Of India Mumbai,2.3 km ,"3,158",747,mumbai
Aashiyana Dormitory,3.1,Good,277.0,,South Mumbai ,Gateway Of India Mumbai,2.4 km ,630,176,mumbai
T24 Residency,4.0,Very Good,2465.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.0 km ,"4,099",,mumbai
"The Taj Mahal Palace, Mumbai",4.7,Excellent,802.0,5.0,Colaba ,Gateway Of India Mumbai,280 m ,"27,000",,mumbai
The Roa Hotel,3.7,Very Good,1300.0,3.0,Ghatkopar West ,T2 - Chhatrapati Shivaji International Airport,5.5 km ,"2,976",608,mumbai
Hotel Leafio,3.5,Very Good,1919.0,3.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.1 km ,"2,199",264,mumbai
The Byke Delotel,3.8,Very Good,419.0,3.0,Borivali West,,,"3,183",903,mumbai
The Empresa Hotel,3.8,Very Good,701.0,4.0,Andheri West ,T1 - Chhatrapati Shivaji International Airport,7.6 km ,"8,099","1,458",mumbai
HOTEL KOHINOOR PARK,3.8,Very Good,592.0,3.0,South Mumbai ,Siddhivinayak Temple,480 m ,"3,596","1,118",mumbai
The Altruist Business Hotel (Andheri),3.6,Very Good,1257.0,3.0,Jogeshwari East ,T1 - Chhatrapati Shivaji International Airport,4.5 km ,"2,763",711,mumbai
Hotel Parle International,3.7,Very Good,3158.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,1.9 km ,"4,836","1,052",mumbai
Ocean Dormitory,3.6,Very Good,67.0,,Asalpha ,T2 - Chhatrapati Shivaji International Airport,3.7 km ,925,249,mumbai
Hotel Beacon T2,3.2,Good,955.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,3.9 km ,"3,600",851,mumbai
Hotel Columbus,3.6,Very Good,1401.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,1.5 km ,"2,608",567,mumbai
Sea Green South Hotel,3.9,Very Good,985.0,3.0,Churchgate ,Queen's Necklace - Marine Drive,440 m ,"5,583","1,389",mumbai
Hotel Suba International,4.3,Excellent,683.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,2.0 km ,"6,700",,mumbai
Classic Dormitory,3.8,Very Good,123.0,,Andheri East ,T2 - Chhatrapati Shivaji International Airport,3.5 km ,572,145,mumbai
The Resort Mumbai,4.2,Very Good,3937.0,5.0,Madh,,,"11,811","3,556",mumbai
The Mirador,3.7,Very Good,384.0,4.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,3.2 km ,"6,750",810,mumbai
The Sahil Hotel,4.2,Very Good,1587.0,4.0,South Mumbai ,Mumbai Central Bus Terminus,610 m ,"4,650","1,100",mumbai
Avion Hotel,3.3,Good,1154.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,1.6 km ,"4,205","1,033",mumbai
Blossom Dormitory ( For Male and Female),3.6,Very Good,214.0,,Sakinaka ,T2 - Chhatrapati Shivaji International Airport,3.4 km ,678,189,mumbai
Comfort Inn Heritage,3.9,Very Good,963.0,4.0,South Mumbai,,,"4,743","1,122",mumbai
Hotel Planet Residency,3.8,Very Good,1064.0,3.0,Near Mumbai Airport ,T1 - Chhatrapati Shivaji International Airport,2.2 km ,"3,726","1,028",mumbai
Hotel Kohinoor Elite,4.1,Very Good,2183.0,4.0,Near Mumbai Airport ,T2 - Chhatrapati Shivaji International Airport,6.1 km ,"7,250",,mumbai
Residency Hotel Andheri,4.0,Very Good,1866.0,4.0,Andheri East ,T1 - Chhatrapati Shivaji International Airport,3.2 km ,"4,883","1,155",mumbai
